lineage_1,lineage_2,lineage_3,ABL1,ACVR2A,ACVR2B,TRIB1,BRSK2,AKT1,AKT2,AKT3,ALK,ACVRL1,ACVR1,BMPR1A,ACVR1B,TGFBR1,PRKAA1,PRKAA2,NPR1,NPR2,ATM,ATR,AURKC,AXL,GRK2,MAP4K2,BLK,BRAF,BTK,BUB1B,CDK7,CAMK2G,CAMK4,CAMKV,DCLK1,CDK1,CDC7,CDK2,CDK3,CDK4,CDK5,CDK6,CDK8,PRKG1,PRKG2,CDK13,CHEK1,CSNK1A1,CSNK1D,CSNK1G2,CSNK2A1,CSNK2A2,CLK1,CLK2,CLK3,MAP3K8,CSK,MARK3,DAPK2,MAP3K12,CDC42BPG,PRKDC,DYRK1B,DYRK2,EGFR,MARK2,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHB3,MAPK3,MAPK1,MAPK6,MAPK4,PTK2,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT3,FLT4,MTOR,GAK,GRK4,GRK6,TRIB2,GSK3A,GSK3B,HCK,ERBB2,ERBB3,ERBB4,HIPK1,MAP4K1,IGF1R,CHUK,IKBKB,ILK,INSR,IRAK1,IRAK2,IRAK3,ERN1,INSRR,JAK1,JAK2,JAK3,MAPK10,IKBKE,MAST3,STK36,PIM3,KIT,CDKL2,KSR1,LCK,LIMK2,STK11,LTK,LYN,MAK,MAPKAPK2,MAPKAPK5,MARK1,MAST2,MAP2K1,MAP2K2,MAP2K5,MAP3K1,MAP3K2,MAP3K3,MAP3K4,MERTK,MET,AMHR2,MAP2K7,MAP3K9,MAP3K10,DYRK1A,MKNK1,MKNK2,MOS,MAP2K3,MAP2K4,CDC42BPB,RPS6KA4,STK4,STK3,STK24,PKMYT1,STK38,NEK1,NEK2,NEK3,MAP3K14,NEK4,IRAK4,PIK3R4,ROCK2,MAPK14,RPS6KB1,PAK1,PAK2,CDK16,PDGFRA,PDGFRB,PDPK1,PDK2,PDK3,PDK4,EIF2AK3,PHKG1,PIM1,PIM2,CDK10,CDK9,MELK,PRKACA,PRKACB,PRKACG,PRKCA,PRKCD,PRKCE,PRKCI,PRKCZ,PRKX,PLK1,PLK3,PKN1,PKN2,RAF1,RET,GRK1,RIPK1,RIPK2,RIPK3,ROCK1,ROR1,ROR2,RPS6KA2,RPS6KA3,RPS6KA1,RYK,PLK4,MAPK13,MAST1,SGK1,SLK,PLK2,MAP3K11,SRC,SRPK1,SRPK2,TAOK2,SYK,MAP3K7,BMPR2,TESK1,TGFBR2,TIE1,TTN,TLK1,TLK2,TNK1,TRIO,TRKA,TRRAP,TTK,TXK,TYK2,TYRO3,ULK2,VRK1,WEE1,YES1,ZAP70,MAP3K13,ADCK1,KDR,ACVR1C,AURKB,AURKA,MAPK7,BUB1,LIMK1,AATK,LMTK2,LMTK3,EPHA7,MATK,NEK6,NEK7,AAK1,TRPM7,SRMS,MAP4K3,OXSR1,PAK6,PAK4,STK39,STRADA,STRADB,TAOK3,TAOK1,MAP4K4,MINK1,LATS2,ULK3,PDIK1L,SCYL1,MASTL,PINK1,DCLK3,PKDCC,TP53RK,MAPK15,CDKL4,SCYL3,NEK9,TSSK3,NUAK2,RPS6KL1,TSSK2,NEK8,NRBP1,PRKD2,CAMKK2,CDK12,STK17A,PRKD3,EIF2AK4,STK40,STK35,HIPK2,EIF2AK1,CILK1,ERN2,STK38L,SIK3,MOK,STK16,WNK1,CDKL3,PKN3,SIK2,DSTYK,RPS6KC1,NRBP2,STKLD1,TSSK6,TTBK1,DCLK2,TBK1,TESK2,KALRN,TSSK4,VRK3,CSNK1A1L,RIPK4,NEK5,GRK7,SBK2,HIPK4,WNK4,SBK3,BRSK1,SIK1,RIOK3,RIOK1,SNRK,EPHA10,POMK,WNK3,NEK10,EPHA6,SBK1,UHMK1,PNCK,TBCK,SMG1,MYLK2,MAP3K15,LRRK2,HASPIN,CIT,CAMKK1,TEX14,MAST4,BMP2K,TSSK1B,ADCK2,DAPK3,RIOK2,BRD2,BRD4,ALPK3,ADCK5,TRIM24,TRIM28,TRIM33,PAN3,STK19,TAF1,BCR,ABR,TRIM66,BAZ1A,BAZ1B
Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.60015114,0,0,0,0,0,0,0,-1.231014434,-1.617860456,0,0,0,0,-2.908020488,-2.099178153,0,0,0,0,0,0,0,0,0,-1.48783099,-1.543588726,0,0,0,0,0,0,0,0,-0.653629249,0,0,0,0,0,0,0,-0.590307075,-0.636874148,0,0,0,0,0,0,0,0,0,0,-0.986043609,0,0,0,0,0,0,0,0,0,-1.389871509,-0.792673264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.604436448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.900031001,0,0,0,0,0,0,0,-0.761153958,0,0,0,0,-0.523875214,0,0,0,-1.23521532,0,0,0,0,0,0,0,0,-1.457007231,0,0,0,0,0,0,-0.626463684,0,0,0,-2.558420473,0,0,-0.665758487,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.839251052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.525768306,0,0,0,-1.208668322,-0.708699259,0,0,0,0,-0.842909574,-2.663960559,0,0,0,0,0,0,-2.042123486,-0.88293935,0,-1.12198418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.751871414,-1.665862594,0,0,0,-1.282173458,0,0,0,0,0,0,0,0,0,-1.037604633,0,0,-0.654654163,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.890427425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.218480557,0,0,0,0,0,0,0,0,0,0,-1.010611595,0,0,0,0,0,0,0,0,0,0,0,0,-1.050471616,0,-1.035096619,0,0,0,0,0,0,0,-0.950931123,0,0,0,0,0
Uterus,Endometrial Carcinoma,Endometrial Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.252212901,0,0,0,0,0,0,0,-0.968911618,-1.740387419,0,0,0,0,-2.509539287,-1.705768152,-1.151028263,0,-0.717147838,0,0,0,0,0,0,-1.857137485,-0.764893683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.53646821,-0.513167991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.865469906,-0.769973547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.689209777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.544014132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.412173944,-0.561434024,0,0,0,0,0,0,0,-1.542291223,0,0,0,0,0,0,0,-1.141437622,0,0,-1.793487626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.274342577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.800802056,-0.901984867,0,0,0,0,0,-1.662988481,0,0,0,0,0,0,-2.211778438,-1.165461308,0,-0.987066661,0,0,0,0,0,0,0,0,0,-0.772335556,0,0,0,0,0,0,0,0,0,0,-0.602940016,0,0,0,0,0,-0.919000892,0,0,0,-0.623565273,0,0,0,0,0,0,0,0,0,-0.679641493,0,0,0,0,-0.552933601,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.685014416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.304569403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.543511714,0,0,0,0,0,0,0,-0.772171858,-0.549719451,-0.660773391,0,0,0,-0.797084448,0,0,0,-0.593241725,0,0,0,0,-0.534202444
Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,0,0,0,0,0,0,-1.828613898,0,0,0,0,0,0,0,0,0,0,0,0,-1.494822548,0,0,0,0,0,0,0,-0.976704904,-1.59244695,0,0,0,0,-3.072796358,-2.380681863,-0.650534969,0,-0.698856335,0,0,0,0,0,0,-1.839131605,-0.882191241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.556408821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.126891991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.534396192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.423036711,0,0,0,0,0,0,0,-0.598546444,0,0,0,0,0,0,0,0,-1.069455724,0,0,0,0,0,0,0,0,-1.266143784,0,0,0,0,0,0,0,-0.516580514,0,0,-3.061473897,0,0,-0.826982294,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.046203567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.60399828,0,0,0,-1.661019089,-0.86791898,0,0,0,0,-0.515899423,-2.02229472,0,0,0,0,0,0,-2.223000005,-1.321508013,0,-0.762643091,0,0,0,0,0,0,0,0,0,-1.433080449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.627113524,-0.825755672,0,0,0,-1.373006719,0,0,0,0,0,0,0,0,0,-1.145246828,0,0,-0.819429622,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.367514888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.971427643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.596573313,0,0,0,0,0,0,0,-1.025728762,-1.076202961,-0.999234043,0,0,0,0,0,0,0,-0.580173324,0,0,0,0,0
Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.276158287,0,0,0,0,0,0,0,-1.27101764,-1.732677082,0,0,0,0,-2.4133489,-1.987377431,0,0,-0.968471581,0,-0.588136079,0,0,0,-0.604879418,-1.738493254,-1.320483691,0,0,-0.590066837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.991742708,0,0,0,0,0,0,0,0,0,-1.32585448,-0.723415138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.824087101,0,0,0,0,0,0,0,-0.726532735,0,0,0,0,0,0,0,0,-0.885930198,0,0,0,0,0,0,0,0,-1.201551576,0,0,0,0,0,0,0,0,0,0,-2.803308304,0,0,-0.573103208,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2538572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.555928607,0,0,0,-0.949921657,-0.602761131,0,0,0,0,-1.003375571,-2.568896128,0,0,0,0,0,0,-2.24262816,-1.162096344,0,-1.082116174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.607233494,-1.430518262,0,0,0,-0.834788093,0,0,0,0,0,0,0,0,0,-0.55112356,0,0,-1.02407249,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.778300134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.191386808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618056228,-0.689087488,0,0,0,0,0,0,0,-1.180420741,-1.079916714,-0.743050333,0,0,0,0,0,0,0,-0.932912512,0,0,0,0,-0.565600382
Uterus,Endometrial Carcinoma,Endometrial Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.303707407,0,0,0,0,0,0,0,-0.850753674,-1.795961368,0,0,0,0,-2.332224367,-2.47208882,-1.265073144,0,-0.561074529,0,0,0,0,0,0,-1.725522488,-1.25140909,0,0,-0.623460601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.415228494,-0.716449011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.730400676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.156150187,0,0,0,0,0,0,0,0,-1.517235281,0,0,0,0,0,0,0,0,0,0,-3.10513951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.218100525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.967415512,-0.796776156,0,0,0,0,0,-2.598457854,0,0,0,0,0,0,-2.020628552,-1.450514327,0,-1.144978726,0,0,0,0,0,0,0,0,0,-1.250159392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.763159905,0,0,0,-0.958919827,-0.574253822,0,0,0,0,0,0,0,0,-1.263353612,0,0,-1.196451352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.185799048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.63577182,0,0,0,0,0,0,0,-0.92963446,-0.647377578,-0.852772267,0,0,0,0,0,0,0,-0.843063474,0,0,0,0,0
Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.529849992,0,0,0,0,0,0,0,-1.165680439,-1.290783256,0,0,0,0,-2.375837765,-1.992837689,-0.572172253,0,-0.803290802,0,-0.513246906,0,0,0,0,-1.783267746,-0.856994089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.623962616,0,0,0,0,0,0,0,0,0,-1.382457336,-0.655378803,0,0,0,0,0,0,-0.546447831,0,0,0,0,0,0,0,-0.70437464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.255757927,0,0,0,0,0,0,0,-0.593581962,0,0,0,0,0,0,0,0,-0.922328305,0,0,0,0,0,0,0,0,-1.58633769,0,0,0,0,0,0,0,0,0,0,-2.579868837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.224016674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.390669989,-0.964690474,0,0,0,0,0,-2.667514578,0,0,0,0,0,0,-2.078048498,-1.196447408,0,-0.871662267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0703966,0,0,0,-0.873049573,0,0,0,0,0,0,0,0,0,-0.617054804,0,0,-0.775680632,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.511711868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.73526116,0,0,0,0,0,0,0,0,0,0,-0.766574402,0,0,0,0,-0.745909796,0,0,0,0,0,0,0,-1.087971829,0,-1.123539326,0,0,0,-0.544914577,0,0,0,-0.897615118,0,0,0,0,0
Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.503888785,0,0,0,0,0,0,0,-0.96109741,-1.960675543,0,0,0,0,-1.803521656,-1.966101042,-0.593757344,0,-1.41852574,0,-1.192617044,0,0,0,0,-1.56807096,-1.055500466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.82801616,0,0,0,0,0,0,-1.187344598,-0.762806211,0,0,0,0,0,0,0,0,0,0,0,-0.712413943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.128347805,0,0,0,0,0,0,0,-0.617470286,0,0,0,0,0,0,0,0,-0.969807492,0,0,0,0,0,0,0,0,-1.807894293,0,0,0,0,0,0,0,0,0,0,-2.021934969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.374558536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.565217379,-0.800751212,0,0,0,0,-0.599981935,-2.287619552,0,0,0,0,0,0,-1.92466957,-0.911106912,0,-0.740899699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.68102742,-1.350450085,0,0,0,-1.077186006,0,0,0,0,0,0,0,0,0,-0.829063278,0,0,-0.585865284,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.510551249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.837351101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.956053351,-0.506860275,-0.88732966,0,0,0,0,0,0,0,-0.797820257,0,0,0,0,-0.529454015
Lymphoid,Mature B-Cell Neoplasms,Splenic Marginal Zone Lymphoma,0,0,0,0,0,0,-0.513499436,0,0,0,0,0,0,0,0,0,0,0,0,-1.102545795,0,0,0,0,0,0,0,-0.889066571,-2.099728782,-0.602722785,0,0,0,-1.936435842,-1.910458546,-0.625456637,0,0,0,-1.403891773,0,0,0,0,-1.684598446,-1.453846033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.542452345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.01072405,-0.738996542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.501104556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.088168611,0,0,0,0,0,0,-0.520131825,0,-1.635203291,0,0,0,0,0,0,0,0,0,0,-2.927756714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.241524336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.655512476,0,0,0,-1.058400323,-0.625630309,0,0,0,0,0,-2.005286106,0,0,0,0,0,0,-2.325296928,-1.032639042,0,-0.599810793,0,0,0,0,0,0,0,0,0,-1.42642091,0,0,-0.659831084,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.393054232,0,0,0,-0.867530405,0,0,0,0,0,0,0,0,0,-1.222136864,0,0,-0.811599358,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33255059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8980649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64782255,0,0,0,0,0,0,0,-0.799285311,-0.847589027,-1.259119708,0,0,0,-0.812032658,0,0,0,-0.699584273,0,0,0,0,0
CNS/Brain,Diffuse Glioma,Astrocytoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.53985998,0,0,0,0,0,0,0,-1.06294457,-1.468745512,0,0,0,0,-2.208343429,-2.038401634,0,0,-1.110500763,0,-0.773642043,0,0,0,0,-2.37734777,-0.649966552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.508295195,0,0,-0.645209254,0,0,0,0,0,0,-1.245242373,0,0,0,0,0,0,0,0,0,0,0,0,-0.590718435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.575455994,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.201720662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.960023929,0,0,0,0,0,0,0,0,-1.315273608,0,0,0,0,0,0,0,0,0,0,-3.10964277,0,0,-0.723033429,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.599510384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.636419922,0,0,0,-1.209159715,0,0,0,0,0,-0.538508784,-2.907366243,0,0,0,0,0,0,-1.863429242,-1.621945829,0,-0.876063687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552511945,-1.121678295,0,0,0,-0.69710776,0,0,0,0,0,0,0,0,0,-0.564054912,0,0,-0.748077761,0,0,0,-0.615116796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.969329936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.127310991,-0.705013485,-0.776636523,0,0,0,0,0,0,0,-0.829718254,0,0,0,0,0
Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.541476465,0,0,0,-1.014436421,0,0,0,0,0,0,0,-1.228243601,-1.391321585,0,0,0,0,-2.531710095,-1.843215798,-0.671019002,0,0,0,-1.144252162,0,0,0,0,-1.710380912,-0.890698817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.471147675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.505915689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.070470149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15386949,0,0,0,0,0,0,-0.954519649,0,-1.269956759,0,0,0,0,0,0,0,0,0,0,-2.843335294,0,0,-0.558508677,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.782153336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.257760196,-0.803300881,0,0,0,0,0,-2.259050989,0,0,0,0,0,0,-2.517696819,-1.328504964,0,-0.836948218,0,0,0,0,0,0,0,0,0,-1.082268515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.328260121,0,0,0,-1.084727201,0,0,0,0,0,0,0,0,0,-1.095116423,0,0,-0.740406938,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.056976729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.066098871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.582689453,0,0,0,0,0,0,0,-1.242693189,-0.558227051,-0.653541538,0,0,0,0,0,0,0,-0.733602519,0,0,0,0,0
Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.238432941,0,0,0,0,0,0,0,-1.134450873,-1.750681366,0,0,0,0,-2.836529279,-2.54282001,-1.113528487,0,-0.641355065,0,0,0,0,0,0,-2.312831944,-0.931940492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.175914577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.187048603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.850338479,0,0,0,0,0,0,0,0,-1.775595128,0,0,0,0,0,0,0,0,0,0,-2.666412116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.311461463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.538873028,-1.389487619,0,0,0,0,0,-2.860284004,0,0,0,0,0,0,-2.668319213,-1.472946244,0,-0.967623175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.511267775,0,0,0,-1.190635279,0,0,0,0,0,0,0,0,0,0,0,0,-0.77472703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.263774363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.205845813,0,-1.097658334,0,0,0,0,0,0,0,-1.190091304,0,0,0,0,0
Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.600913843,0,0,0,0,0,0,0,-0.993371798,-1.755770017,0,0,0,0,-2.483132365,-2.064578021,0,0,-1.408046925,0,0,0,0,0,0,-1.583262115,-0.908736722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.415413763,0,0,0,0,0,0,0,0,0,0,0,0,-1.021480571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.511346615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.170831204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.83724721,0,0,0,0,0,0,0,0,-1.5401185,0,0,0,0,0,0,0,0,0,0,-2.593731118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.649336514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.722957119,0,0,0,-1.558979617,-1.218650085,0,0,0,0,-0.818790502,-2.428307765,0,0,0,0,0,0,-2.510746327,-1.46709583,0,-0.860791451,0,0,0,0,0,0,0,0,0,-1.069815557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.081279298,0,0,0,-0.821325397,0,0,0,0,0,0,0,0,0,0,0,0,-0.760093768,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.747737058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08924765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.708642548,0,0,0,0,0,0,0,-1.0099718,0,-1.182469001,0,0,0,0,0,0,0,-0.896619324,0,0,0,0,0
