lineage_1,lineage_2,lineage_3,ABL1,ACVR2A,ACVR2B,TRIB1,BRSK2,AKT1,AKT2,AKT3,ALK,ACVRL1,ACVR1,BMPR1A,ACVR1B,TGFBR1,PRKAA1,PRKAA2,NPR1,NPR2,ATM,ATR,AURKC,AXL,GRK2,MAP4K2,BLK,BRAF,BTK,BUB1B,CDK7,CAMK2G,CAMK4,CAMKV,DCLK1,CDK1,CDC7,CDK2,CDK3,CDK4,CDK5,CDK6,CDK8,PRKG1,PRKG2,CDK13,CHEK1,CSNK1A1,CSNK1D,CSNK1G2,CSNK2A1,CSNK2A2,CLK1,CLK2,CLK3,MAP3K8,CSK,MARK3,DAPK2,MAP3K12,CDC42BPG,PRKDC,DYRK1B,DYRK2,EGFR,MARK2,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHB3,MAPK3,MAPK1,MAPK6,MAPK4,PTK2,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT3,FLT4,MTOR,GAK,GRK4,GRK6,TRIB2,GSK3A,GSK3B,HCK,ERBB2,ERBB3,ERBB4,HIPK1,MAP4K1,IGF1R,CHUK,IKBKB,ILK,INSR,IRAK1,IRAK2,IRAK3,ERN1,INSRR,JAK1,JAK2,JAK3,MAPK10,IKBKE,MAST3,STK36,PIM3,KIT,CDKL2,KSR1,LCK,LIMK2,STK11,LTK,LYN,MAK,MAPKAPK2,MAPKAPK5,MARK1,MAST2,MAP2K1,MAP2K2,MAP2K5,MAP3K1,MAP3K2,MAP3K3,MAP3K4,MERTK,MET,AMHR2,MAP2K7,MAP3K9,MAP3K10,DYRK1A,MKNK1,MKNK2,MOS,MAP2K3,MAP2K4,CDC42BPB,RPS6KA4,STK4,STK3,STK24,PKMYT1,STK38,NEK1,NEK2,NEK3,MAP3K14,NEK4,IRAK4,PIK3R4,ROCK2,MAPK14,RPS6KB1,PAK1,PAK2,CDK16,PDGFRA,PDGFRB,PDPK1,PDK2,PDK3,PDK4,EIF2AK3,PHKG1,PIM1,PIM2,CDK10,CDK9,MELK,PRKACA,PRKACB,PRKACG,PRKCA,PRKCD,PRKCE,PRKCI,PRKCZ,PRKX,PLK1,PLK3,PKN1,PKN2,RAF1,RET,GRK1,RIPK1,RIPK2,RIPK3,ROCK1,ROR1,ROR2,RPS6KA2,RPS6KA3,RPS6KA1,RYK,PLK4,MAPK13,MAST1,SGK1,SLK,PLK2,MAP3K11,SRC,SRPK1,SRPK2,TAOK2,SYK,MAP3K7,BMPR2,TESK1,TGFBR2,TIE1,TTN,TLK1,TLK2,TNK1,TRIO,TRKA,TRRAP,TTK,TXK,TYK2,TYRO3,ULK2,VRK1,WEE1,YES1,ZAP70,MAP3K13,ADCK1,KDR,ACVR1C,AURKB,AURKA,MAPK7,BUB1,LIMK1,AATK,LMTK2,LMTK3,EPHA7,MATK,NEK6,NEK7,AAK1,TRPM7,SRMS,MAP4K3,OXSR1,PAK6,PAK4,STK39,STRADA,STRADB,TAOK3,TAOK1,MAP4K4,MINK1,LATS2,ULK3,PDIK1L,SCYL1,MASTL,PINK1,DCLK3,PKDCC,TP53RK,MAPK15,CDKL4,SCYL3,NEK9,TSSK3,NUAK2,RPS6KL1,TSSK2,NEK8,NRBP1,PRKD2,CAMKK2,CDK12,STK17A,PRKD3,EIF2AK4,STK40,STK35,HIPK2,EIF2AK1,CILK1,ERN2,STK38L,SIK3,MOK,STK16,WNK1,CDKL3,PKN3,SIK2,DSTYK,RPS6KC1,NRBP2,STKLD1,TSSK6,TTBK1,DCLK2,TBK1,TESK2,KALRN,TSSK4,VRK3,CSNK1A1L,RIPK4,NEK5,GRK7,SBK2,HIPK4,WNK4,SBK3,BRSK1,SIK1,RIOK3,RIOK1,SNRK,EPHA10,POMK,WNK3,NEK10,EPHA6,SBK1,UHMK1,PNCK,TBCK,SMG1,MYLK2,MAP3K15,LRRK2,HASPIN,CIT,CAMKK1,TEX14,MAST4,BMP2K,TSSK1B,ADCK2,DAPK3,RIOK2,BRD2,BRD4,ALPK3,ADCK5,TRIM24,TRIM28,TRIM33,PAN3,STK19,TAF1,BCR,ABR,TRIM66,BAZ1A,BAZ1B
Skin,Melanoma,Melanoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.244677017,0,0,0,0,0,-0.987909604,0,-0.85768008,-2.055865171,0,0,0,0,-1.979619038,-1.952449114,0,0,-0.749034854,0,-0.676191834,0,0,0,0,-1.611545863,-1.46680292,0,0,-0.646252322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.536865355,0,0,0,0,0,0,0,0,0,0,0,0,-1.254059402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.933290171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.67013382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.181074558,0,0,0,0,0,0,0,0,-1.162644889,0,0,0,0,0,0,0,0,0,0,-1.403224912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.119637978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.790464645,0,0,0,-1.516013792,-0.818530162,0,0,0,0,0,-2.616727812,0,0,0,0,0,0,-2.532127459,-0.952425776,0,-0.644475803,0,0,0,0,0,0,0,0,0,-1.039958041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.599373504,-1.221470472,0,0,0,-1.460534426,0,0,0,0,0,0,0,0,0,-1.224450685,0,0,-0.553877832,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.086480071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.986365851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.660954055,0,0,0,0,0,0,0,-0.901063728,-0.670535163,-0.962869175,0,0,0,0,0,0,0,-0.624966579,0,0,0,0,-0.542019675
Skin,Melanoma,Melanoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.347636435,0,0,0,0,0,0,0,-0.970808916,-1.515967163,0,0,0,0,-1.686750994,-1.618201835,0,0,-0.809020704,0,0,0,0,0,0,-2.057048084,-1.112158074,0,0,0,0,0,-0.793219776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.812023276,0,0,0,0,0,0,0,0,0,-1.437735511,0,0,0,0,0,0,0,0,0,0,-0.502455678,0,-0.544145808,0,0,-0.878066185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.06696182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.020277666,0,0,0,0,0,0,0,0,-1.63434381,0,-0.662444137,0,0,0,0,0,0,0,0,-2.645345379,0,0,-0.510904942,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39500864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.972912119,0,0,0,-1.443726307,-0.59888746,0,0,0,0,0,-2.632847138,0,0,0,0,0,0,-1.787995202,-1.282716876,0,-1.093355868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.255301755,0,0,0,-1.075073738,0,0,0,0,0,0,0,0,0,-1.495817681,0,0,-0.617388146,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.085882905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.578046875,0,0,0,0,0,0,-1.537000173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.907622933,0,-0.620750934,0,0,0,0,0,-0.784311295,-0.912666865,-1.074798726,0,0,0,0,0,0,0,-0.73198324,0,0,0,0,0
Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.386864672,0,0,0,0,0,0,0,-1.301429357,-1.356739328,0,0,0,0,-2.01292204,-2.609470615,-0.638877781,0,-0.849309331,0,-0.552094695,0,0,0,0,-1.414582748,-0.810521155,0,0,0,0,0,-0.667457007,0,0,0,0,0,0,0,0,0,0,0,-0.57440068,0,0,0,0,0,0,0,0,0,0,-0.966271456,0,0,-0.619855985,0,0,0,0,0,0,-1.07056355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.842121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.183733984,0,0,0,0,0,0,0,0,-1.55408655,0,0,0,0,0,0,0,0,0,0,-2.904608838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.964041491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.711742252,0,0,0,-1.137526575,-0.534162474,0,0,-0.586302555,0,0,-2.062414573,0,0,0,0,0,0,-2.302656824,-1.530513595,0,-1.179085896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.668310155,-0.882406702,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.375144002,0,0,-0.848064322,0,0,0,-0.709302912,0,0,0,0,0,0,0,0,0,-1.060604727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9965431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.290869999,0,-1.030003564,0,0,0,0,0,0,0,-0.603160733,0,0,0,0,0
Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.384096605,0,0,0,0,0,0,0,-0.879981579,-1.775152198,0,0,0,0,-2.397093051,-1.993564837,-0.768667939,0,-1.396829355,0,-0.69119918,0,0,0,0,-1.455441746,-1.03610808,0,0,0,0,0,-0.570137747,0,0,0,0,0,0,0,0,0,0,0,-0.591086466,0,0,0,0,0,0,0,0,0,0,-0.65919817,0,0,0,0,0,0,0,0,0,-1.09616352,0,0,0,0,0,0,0,-0.614395335,-0.592888909,0,0,0,0,0,0,-0.528923821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.981451148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.955739138,0,0,0,0,0,0,0,0,-1.839225731,0,0,0,0,0,0,0,0,0,0,-2.549043341,0,0,-0.590739337,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.404833699,0,0,0,0,0,0,-0.551366637,0,0,0,0,0,0,0,0,0,0,0,-0.693608203,0,0,0,-1.414300907,-0.96868594,0,0,0,0,0,-1.704471545,0,0,0,0,0,0,-1.951148953,-1.500295576,0,-0.932546169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00739307,0,0,0,-0.735265141,0,0,0,0,0,0,0,0,0,-1.019797544,0,0,-0.591916233,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.234405605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.190926308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.208343917,0,-0.824241179,0,0,0,0,0,0,0,-0.767506059,0,0,0,0,0
Myeloid,Non-Cancerous,Immortalized Blood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.455533243,0,0,0,0,0,0,0,-1.090388712,-2.125809588,0,0,0,0,-1.406777796,-1.903443122,-0.5819739,0,0,0,-0.769315332,0,0,0,0,-1.657907277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.920220121,-0.677103311,0,0,0,0,0,0,0,0,0,0,0,0,-1.162385363,-0.61730389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.534563046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.590112846,0,0,0,0,0,-1.328894096,0,-0.66449034,0,0,0,0,0,-0.502147901,0,-0.543500959,0,0,0,0,0,0,-0.903776086,0,0,0,0,0,0,0,0,-1.469653406,0,0,0,0,0,0,0,0,0,0,-2.151780563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.49678483,0,0,0,0,0,0,0,0,0,0,-1.306463402,-0.882355263,0,0,0,0,0,0,0,0,0,0,-1.389090594,-1.083939538,0,0,0,0,0,-3.583814693,0,0,0,0,0,0,-2.515764767,-0.829756211,0,-0.653893851,0,0,0,0,0,0,0,0,0,-1.158173337,0,0,-0.585507923,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.037231675,0,0,0,-0.9949257,0,0,0,0,0,0,0,0,0,-1.180418214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.808976044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.59844292,0,0,0,0,0,0,0,0,0,0,-0.77817345,0,0,0,0,0,0,0,0,0,0,0,0,-1.096904674,0,-1.028032469,0,0,0,0,0,0,0,-0.704670806,0,0,0,0,0
Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.914708462,0,0,0,0,0,0,0,-1.085064545,-2.221318022,0,0,0,0,-2.7030573,-2.296451173,0,0,0,0,-0.965710195,0,0,0,0,-2.188524931,-0.540918653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.211025375,-0.785321207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.825482835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.266190427,0,-0.52134792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.869785492,0,0,0,0,0,0,0,0,0,0,-2.709541985,0,0,-0.724315983,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.630273907,0,0,0,0,0,0,-0.530088085,0,0,0,0,0,0,0,0,0,0,0,-0.816368826,0,0,0,-1.153166968,-1.136338693,0,0,-0.757274377,0,-0.559078251,-2.173548441,0,0,0,0,0,0,-2.347739143,-1.191916881,0,-1.297035829,0,0,0,0,0,0,0,0,0,-0.814866536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.055643081,0,0,0,-0.98678236,0,0,0,0,0,0,0,0,0,-0.700839802,0,0,-0.687044608,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.541002687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.296360131,0,0,0,0,0,0,0,0,0,0,-0.720325152,0,0,-0.564488077,0,0,0,0,0,0,0,0,0,-0.988246921,0,-0.929343439,0,0,0,0,0,0,0,-0.684980896,0,0,0,-0.749305349,0
CNS/Brain,Diffuse Glioma,Astrocytoma,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.71084698,0,0,0,0,0,-0.912157296,0,0,0,0,0,0,0,-1.177024816,-2.197671616,0,0,0,0,-3.232146586,-1.975899156,-0.809261521,0,-0.504825524,0,-0.56130361,0,0,0,0,-1.784466916,-0.614079961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.143950132,-1.130928845,0,0,0,0,-0.696114245,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.585209174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.527172949,0,-1.007037221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.370273476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.552393872,0,0,0,0,0,0,0,0,-1.954125763,0,0,0,0,0,0,0,0,0,0,-2.846980647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.833376682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.888297323,-0.545420858,0,0,0,0,-1.171700798,-1.626995976,0,0,0,0,0,0,-2.914123405,-1.254941984,0,0,0,0,0,0,0,0,0,0,0,-0.53979531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.726377077,0,0,0,-1.472166697,0,0,0,0,0,0,0,0,0,-0.907795422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.572996958,0,0,0,0,0,0,0,0,0,0,0,0,-0.655044989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.378522105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.589859708,0,-0.511327141,0,0,0,0,0,0,0,0,0,0,0,0,0
Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69289434,0,0,0,0,0,0,0,-0.842056896,-1.285544951,0,0,0,0,-2.805267176,-2.3372846,-0.520304424,0,-1.060274227,0,-0.757378959,0,0,0,0,-2.292927284,-0.926547312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86618813,0,0,-0.627182525,0,0,0,0,0,0,-1.613202878,-0.655329207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.454388354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.814208614,0,0,0,0,0,0,0,0,-1.30416003,0,0,0,0,0,0,0,0,0,0,-3.213704204,0,0,-0.900428611,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.589742838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.645490428,0,0,0,-1.1737759,-1.191602268,0,0,0,0,-0.522648605,-2.962236875,0,0,0,0,0,0,-1.559175758,-1.435335538,0,-0.679637144,0,0,0,0,0,0,0,0,0,-0.714281082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.130542323,0,0,0,-1.518385354,0,0,0,0,0,0,0,0,0,-1.118822415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.207833858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35124909,0,0,0,0,0,0,0,0,0,0,-0.829978846,0,0,0,0,0,0,0,0,0,0,0,0,-0.797949944,-0.55763313,-0.817013729,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.165661924,0,0,0,0,0,0,0,-1.022559098,-1.780042455,0,0,0,0,-2.069948451,-2.129082783,-0.699233163,0,-1.509392633,0,-0.680364,0,0,0,0,-1.968634783,-0.75816971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.624897375,0,0,-0.62312473,0,0,0,0,0,0,-1.128642168,-0.56642191,0,0,0,0,0,0,-0.681435224,0,-0.575350432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.793899582,0,0,0,0,0,0,0,-0.547073461,0,-0.541743166,0,0,0,0,0,0,-1.027921166,0,0,0,0,0,0,0,0,-1.800918324,0,0,0,0,0,0,0,0,0,0,-2.040985034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.359757333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.998728325,0,0,0,-1.702583268,-0.689819113,0,0,0,0,-0.515861497,-2.049407108,0,0,0,0,0,0,-2.528937936,-1.341024226,0,-1.34616974,0,0,0,0,0,0,0,0,0,-0.572941188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.879894162,0,0,0,-1.116578901,0,0,0,0,0,0,0,0,0,-1.011346391,0,0,-0.623887666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.193890058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.724981652,0,0,0,0,0,0,0,-1.246377653,0,-1.042880681,0,0,0,0,0,0,0,-0.865560149,0,0,0,0,0
Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.017105086,0,0,0,0,0,0,0,-0.979909287,-1.792681055,0,0,0,0,-1.594430296,-2.12648593,0,0,-0.733650207,0,-0.845643775,0,0,0,0,-1.268143294,0,0,0,0,0,0,-0.550219702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.003998101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39177963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.566938416,0,0,0,0,-1.797746201,0,0,0,0,0,0,0,0,0,0,-2.69659008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.545652518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.587867633,0,0,0,-1.313696388,-1.002745971,0,0,0,0,0,-2.557800257,0,0,0,0,0,0,-2.118963967,-0.675055582,0,-0.619250142,0,0,0,0,0,0,0,0,0,-0.86677941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.586094486,0,0,0,-1.167505752,0,0,0,0,0,0,0,0,0,-1.320711091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.067505624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.747360487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.570835284,0,0,0,0,0,0,0,-1.008153593,-0.883542542,-1.014108736,0,0,0,0,0,0,0,-0.52092814,0,0,0,0,0
CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.363445221,0,0,0,0,0,0,0,-0.790144731,-1.513467584,0,0,0,0,-1.951863961,-2.220549351,-0.785362069,0,0,0,-1.45242473,0,0,0,0,-2.018106964,-1.043778213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.135081506,0,0,0,0,0,0,-1.568146639,-0.512856036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.114061237,0,0,0,0,0,0,0,-0.66208965,0,0,0,0,0,0,0,0,-0.841914576,0,0,0,0,0,0,0,0,-1.209017593,0,0,0,0,0,0,0,0,0,0,-2.278951318,0,0,-0.771114593,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.330322158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.066456818,-0.764700707,0,0,0,0,-0.576115568,-2.478227075,0,0,0,0,0,0,-2.113300928,-1.020037149,0,-1.165186467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.909352288,0,0,0,-0.862794981,0,0,0,0,0,0,0,0,0,-0.794016366,0,0,-0.874561825,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.631243284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.257335047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.61818622,0,0,0,0,0,0,0,-0.955076318,-0.781799903,-0.832067514,0,0,0,0,0,0,0,-0.703528877,0,0,0,0,0
CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.133471126,0,0,0,0,0,0,0,-1.092592162,-2.090081123,-0.545251506,0,0,0,-2.83575598,-2.106380005,0,0,-0.62176037,0,-1.290952484,0,0,0,0,-1.1438223,-0.858838532,0,0,0,0,0,-0.583990118,0,0,0,0,0,0,0,0,0,0,0,0,-0.581483402,0,0,0,0,0,0,0,0,0,-0.980873267,0,0,0,0,0,0,0,0,0,-1.279374985,-0.881043525,0,0,0,0,0,0,-0.660126661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.179793954,0,0,0,0,0,0,0,-0.543741021,0,0,0,0,-0.745698518,0,-0.57576485,0,-0.844314266,0,0,0,0,0,0,0,0,-1.724088487,0,0,0,0,0,0,0,0,0,0,-1.827366342,0,0,-0.503052119,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.981696324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.158267071,-0.642622552,0,0,0,0,0,-1.305819028,0,0,0,0,0,0,-2.162027462,-0.761525627,0,-0.833654342,0,-0.559466414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.510318626,-0.86579054,0,0,0,-0.580597954,0,0,0,0,0,0,0,0,0,-0.642781682,0,-0.720503087,-0.996907325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.618406445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.123301894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.781834937,0,-0.961223834,0,0,0,-1.018102681,0,0,0,-0.598788929,0,-0.661279561,0,0,0
